    um         	nN
1.475331e+000	-6.678515e+000
1.474815e+000	-6.679131e+000
1.474269e+000	-6.680362e+000
1.472780e+000	-6.701915e+000
1.471348e+000	-6.722237e+000
1.470946e+000	-6.720390e+000
1.470257e+000	-6.724701e+000
1.469969e+000	-6.720390e+000
1.470510e+000	-6.698221e+000
1.471337e+000	-6.669893e+000
1.471363e+000	-6.658809e+000
1.470446e+000	-6.668046e+000
1.469815e+000	-6.671125e+000
1.469870e+000	-6.659425e+000
1.469210e+000	-6.663119e+000
1.467207e+000	-6.695757e+000
1.466003e+000	-6.711153e+000
1.465201e+000	-6.717927e+000
1.463254e+000	-6.749334e+000
1.462308e+000	-6.759187e+000
1.462278e+000	-6.749334e+000
1.462361e+000	-6.737017e+000
1.463274e+000	-6.706842e+000
1.463615e+000	-6.688984e+000
1.463298e+000	-6.685289e+000
1.462581e+000	-6.690215e+000
1.461692e+000	-6.698837e+000
1.461033e+000	-6.702531e+000
1.459486e+000	-6.725317e+000
1.458598e+000	-6.733938e+000
1.458252e+000	-6.730859e+000
1.457164e+000	-6.743791e+000
1.456304e+000	-6.751796e+000
1.456702e+000	-6.732706e+000
1.457672e+000	-6.701300e+000
1.458728e+000	-6.668046e+000
1.459011e+000	-6.651419e+000
1.459123e+000	-6.638487e+000
1.458149e+000	-6.648956e+000
1.456517e+000	-6.673588e+000
1.454971e+000	-6.696373e+000
1.453310e+000	-6.721622e+000
1.451564e+000	-6.748718e+000
1.450046e+000	-6.770887e+000
1.449672e+000	-6.768424e+000
